title,country,release_year,genre,description,Streaming Service
Cosmos,United Kingdom,2019,"Action, Adventure, Drama","Three amateur astronomers accidentally intercept what they believe to be a signal from a distant alien civilization, but the truth they uncover is more incredible than any of them dare to believe.",hulu
Saving Atlantis,"United States, Australia, Colombia, French Polynesia, Saudi Arabia",2018,Documentaries,"Saving Atlantis focuses on the loss of coral reef ecosystems around the world, and the impact of that decline on the communities that depend on them, on a global journey that celebrates the majesty and mystery of coral habitats",hulu
The Mandela Effect,United States,2019,"Horror, Science Fiction, Thriller","A man becomes obsessed with facts and events that have been collectively misremembered by thousands of people. Believing the phenomena to be the symptom of something larger, his obsession eventually leads him to question reality itself.",hulu
My Friend Dahmer,United States,2017,"Drama, Horror","Disney’s Ross Lynch stars as the awkward, adolescent Jeffrey Dahmer – before he became one of America’s most infamous serial killers. Based on the acclaimed graphic novel, this is the haunting, sad, funny, true story of Dahmer in high school.",hulu
The Cat Rescuers,United States,2018,Documentaries,"A dedicated group of people in Brooklyn devote their days and nights to rescuing abandoned or otherwise homeless kittens and cats. Of course, the animals are adorable, but the people are equally inspiring.",hulu
APPARE-RANMAN!,Japan,2020,"Action, Adventure, Anime","The socially awkward genius engineer, Appare Sorano, and the wise but cowardly samurai, Kosame Isshiki, enter a trans-American race to win the prize money and get back home. But various dangers await on this race from Los Angeles to New York.",hulu
Spaceship Earth,United States,2020,Documentaries,In 1991 a group of countercultural visionaries built an enormous replica of earth’s ecosystem called Biosphere 2. Their epic adventure is a cautionary tale but also a testament to the power of small groups reimagining the world.,hulu
The Hustle,United States,2019,Comedy,Rebel Wilson and Anne Hathaway have winning chemistry as a pair of con artists plying their trade in a stunning seaside town in the south of France as they compete to swindle a naive tech prodigy (Alex Sharp) out of his considerable fortune.,hulu
Fine Lines,"United Arab Emirates, Hong Kong",2019,Documentaries,"There is something far deeper that drives the world’s most elite group of mountain adventurers to take life threatening risks. At times brutally honest, other times pensive, these athletes’ stories reveal the triumph of the human spirit.",hulu
Shironeko Project ZERO CHRONICLE,Japan,2020,Anime,"Based on the mobile game, a young hero joins a party of travelers along with a talking cat on a journey to mysterious islands. But after one of the adventurers becomes corrupted by darkness, the party race to find the Seven Great Runes before it’s too late!",hulu
The 33,"Chile, Colombia, Spain, United States",2015,Drama,The 2010 Chilean mine disaster and the 69-day effort to rescue the 33 miners who were trapped underground is chronicled.,hulu
The Lodge,"United Kingdom, United States, Canada",2019,"Horror, Thriller","When the father is forced to abruptly depart for work, he leaves his children, Aidan and Mia in the care of his new girlfriend, Grace . Isolated and alone, a blizzard traps them inside the lodge as terrifying events summon specters from Grace’s dark past.",hulu
Arte,Japan,2020,"Anime, Drama, History","Born into an aristocratic family in Florence, Italy, during the 16th century Renaissance era, Arte has dreams of becoming an artist. She casts aside her lifestyle and becomes an apprentice in a painting studio owned by the stern but fair Leo.",hulu
Boomtown,United States,2017,Drama,"Struggling to make ends meet, John ""JT"" Turner leaves his young family behind to pursue a grueling, yet highly coveted, job in a booming oil town.",hulu
Christine,"United Kingdom, United States",2016,Drama,"CHRISTINE is the story of an aspiring newswoman caught in the midst of a personal and professional life crisis. Between unrequited love, frustration at work, a tumultuous home, and self-doubt; she begins to spiral down a dark path.",hulu
Darwin's Game,Japan,2020,"Action, Adventure, Anime","An unpredictable superpowered battle. Kaname Sudo, an ordinary high school student, receives an invitation to try a mysterious app called ""Darwin's Game."" Kaname, upon launching the app, is drawn into a game where players fight one another using superpowers called Sigils. Without knowing the reason for all this, can Kaname survive furious battles against the powerful players who attack him?",hulu
Dismissed,United States,2017,"Horror, Thriller",A discouraged high school teacher is thrilled by an honor student’s arrival until he realizes how far the vengeful scholar will go for a perfect GPA.,hulu
F the Prom,United States,2017,Comedy,"Former best friends Maddy and Cole exist on opposite ends of the high school social spectrum. When Maddy’s reign as most popular girl abruptly ends, the duo reconnects as they conspire to ruin the ultimate popularity contest: senior prom.",hulu
Harry Benson: Shoot First,United States,2016,Documentaries,Harry Benson: Shoot First charts the illustrious career of the renowned photographer who initially rose to fame alongside The Beatles.,hulu
I Am Alone,United States,2015,"Action, Adventure, Horror","An unknown virus begins to spread infecting the local population almost instantly, but footage found by the CDC of one man's survival may just help them find a cure.",hulu
The Dinner,United States,2017,"Drama, Horror, Thriller","Two estranged brothers and their wives meet at a restaurant to discuss a grotesque crime committed by their sons. With their involvement still a secret, they must decide how far they’ll go to protect the ones they love.",hulu
Cunningham,"Germany, France, United States",2019,"Documentaries, Music","Traces legendary American choreographer Merce Cunningham’s artistic evolution from his early years in postwar New York to his emergence as one of the world’s most visionary choreographers. A breathtaking explosion of dance, music.",hulu
A Kind of Murder,United States,2016,"Crime, Drama, Horror","Patrick Wilson and Jessica Biel star in this Hitchcockian noir based on a novel by Patricia Highsmith (The Talented Mr. Ripley, Carol).",hulu
Paranormal Activity 3,United States,2011,"Horror, Thriller","In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",hulu
100 Streets,United Kingdom,2016,Drama,"Three people, three extraordinary stories. All lived out within a hundred London streets.",hulu
2 Days in Paris,"France, Germany",2007,"Comedy, Drama, Romance","2 Days in Paris, follows a New York couple, French photographer Marion (Julie Delpy), and American interior designer Jack (Adam Goldberg), as they attempt to re-infuse their relationship with romance on a European vacation.",hulu
Blame,United States,2017,Drama,"A drama teacher's taboo relationship with an unstable student strikes a nerve in her jealous classmate, sparking a vengeful chain of events within their suburban high school that draws parallels to 'The Crucible'.",hulu
This is Not Berlin,Mexico,2019,"Drama, Latino","In the 1980s, an outsider gets invited to a mythical nightclub where he's unleashed to punk, sexual liberty and drugs.",hulu
Vault,United States,2019,"Crime, Drama","VAULT tells the true story of a group of small time criminals who attempt to pull off the biggest heist in American history: stealing over $30 million from the Mafia in the smallest state in the union, Rhode Island.",hulu
Little Joe,"Austria, United Kingdom, Germany, France",2019,"Drama, Horror, Science Fiction","Alice is a corporate plant breeder. Against company policy, she takes home her newest creation –  a flower capable of making its owner happy. But as ‘Little Joe’ grows, so too do suspicions that it may not be as harmless as it seems.",hulu
Barking Dogs Never Bite,South Korea,2000,"Comedy, International","In Bong Joon-ho’s directorial debut, a couple is driven to distraction by a yapping dog located in their apartment complex. Determined to relieve their annoyance, they take extreme action against his tormentor.",hulu
Force Majeure,"Sweden, France, Norway, Denmark",2014,"Comedy, Drama","A wickedly funny psychodrama of a model Swedish family – Tomas, his wife, and their children – on a skiing holiday. An avalanche suddenly bears down on them. Tomas makes a decision that leaves him struggling to reclaim his role as family patriarch.",hulu
Jesus Camp,United States,2006,Documentaries,"Jesus camp follows three kids to Pastor Becky Fischer's ""Kids on Fire"" camp where young kids are taught to become Christian soldiers in ""God's army."" The kids hone their ""prophetic gifts"" and are schooled in how to ""take back America for Christ.""",hulu
Let the Right One In,Sweden,2008,"Drama, Horror, International","Lonely, 12-year-old Oskar is regularly bullied by his stronger classmates.  A new friendship develops when Eli, a pale, serious young girl who only comes out at night, moves in next door.",hulu
Melancholia,"Denmark, Sweden, France, Germany",2011,"Drama, Science Fiction",Justine (Kirsten Dunst) and Michael (Alexander Skarsgård) celebrate their marriage at a sumptuous party in the home of Justine’s sister Claire (Charlotte Gainsbourg) and brother-in-law John (Kiefer Sutherland).,hulu
Mother,South Korea,2009,"Crime, Drama, Horror",A woman embarks on an obsessive quest to clear her son's name of murder.,hulu
Parasite,South Korea,2019,"Comedy, Drama, Horror","Greed, class discrimination, and a mysterious interloper threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.",hulu
The Queen of Versailles,"United States, Netherlands, United Kingdom, Denmark",2012,Documentaries,The Queen of Versailles is a character-driven documentary about a billionaire family and their financial challenges in the wake of the economic crisis.,hulu
Who Let the Dogs Out,Canada,2019,Documentaries,"The origin story of the smash hit ""Who Let the Dogs Out""; a story steeped in legal battles, female empowerment and artist integrity, which all beckons the question: will we ever know who let the dogs out?",hulu
Portrait of a Lady on Fire,France,2019,"Drama, History, LGBTQ+","In 18th century France a young painter, Marianne (Noémie Merlant), is commissioned to do the wedding portrait of Héloïse (Adèle Haenel). Day by day, the two women become closer as they share Héloïse's last moments of freedom before the impending wedding.",hulu
Monos,"Colombia, Argentina, Netherlands, Germany, Sweden, Uruguay, United States, Switzerland, Denmark, France",2019,"Adventure, International, Thriller","A young group of soldiers and rebels keep watch over an American hostage, Doctora. After an ambush drives the squadron into the jungle, both the mission and the intricate bonds between the group begin to disintegrate.",hulu
Knives and Skin,United States,2019,"Drama, Horror, Mystery","A small-town collapses into disarray after a teenage girl goes missing and her friends and their families become ensnared in a web of lies, suspicion, and depravity.",hulu
After Parkland,United States,2019,Documentaries,In the days after the shooting at Marjory Stoneman Douglas High School in 2018 that killed 17 people and launched a nationwide student movement. filmmakers embedded with students and families whose lives were forever transformed.,hulu
Getaway,"United States, Bulgaria",2013,"Action, Adventure, Horror",A washed-up race car driver finds himself in a race against time to save his abducted wife in this heart-pounding thriller.,hulu
And So It Goes,United States,2014,"Comedy, Drama, Romance",A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,hulu
Oculus,United States,2013,"Horror, Thriller","A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",hulu
Racetime,Canada,2018,"Action, Adventure, Comedy","After losing a rigged sled race, Frankie challenges newcomer Zac to one last showdown. With the stakes higher than ever, Zac will stop at nothing to win the race.",hulu
Radioflash,United States,2019,"Action, Adventure, Horror","In the aftermath of an apocalyptic power outage, a young woman encounters the horrors awaiting her in the darkness as she tries to reunite her family and fight for survival.",hulu
Sea of Shadows,"Austria, Australia, Germany, United States",2019,"Crime, Documentaries, Drama",Sea of Shadows uncovers a black market that threatens the extinction of the vaquita.,hulu
Infinite Dendrogram,Japan,2020,"Anime, Science Fiction","Reiji Mukudori has entered the VRMMO world of Infinite Dendrogram where anything is possible. After being welcomed into the game by his brother Shuu, he discovers that war is coming. Can he and Shuu save their fellow PCs from annihilation?",hulu
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense.",Japan,2020,"Anime, International","Maple doesn't want to experience pain in the VRMMO game she started playing, so she puts all her skill points into defense until she can't even move. Somehow it works better than anyone expected. Now she's got followers??",hulu
Plunderer,Japan,2020,"Action, Adventure, Anime","In the world of Alcia, everyone has a number seared onto their body. This ""Count"" either goes up or down, dependent upon how a person chooses to live. But no one wants to reach 0. Because if you do, you'll be sent to the Abyss!",hulu
Angel of Mine,"Australia, United States",2019,"Drama, Horror, Mystery","In this intense thriller, Noomi Rapace stars as a woman on the edge who believes the daughter of a neighbor is actually her own.",hulu
Sorcerous Stabber Orphen,Japan,2020,"Action, Adventure, Anime","From Studio DEEN (Fate/stay night) comes a remake celebrating the 25th anniversary of the series! Orphen is a powerful sorcerer whose sis was turned into a dragon. He'll stop at nothing to find her, even if he has to go it alone.",hulu
The Cave,"Denmark, Germany, France, United Kingdom, United States, Qatar, Syria",2019,Documentaries,"The Cave paints a stirring portrait of courage, resilience and female solidarity inside a subterranean hospital in Syria run by a young, female pediatrician.",hulu
Wrinkles the Clown,United States,2019,"Comedy, Documentaries, Horror","It started with a YouTube video: a sleeping child, oblivious to the clown slowly emerging from under her bed. Soon, more mysterious videos surfaced. Wrinkles The Clown explores the internet phenomenon and the hysteria it inspired.",hulu
Princess Cyd,United States,2017,"Drama, LGBTQ+, Romance","Eager to escape life with her single father, 16-year-old athlete Cyd visits her novelist aunt in Chicago over the summer. There, she falls for a girl in the neighborhood, while she and her aunt gently challenge each other in the realms of sex and spirit.",hulu
Adam,United States,2019,"Comedy, LGBTQ+","Directed by trans filmmaker Rhys Ernst, this adaptation tells the thought-provoking story of a cisgender male, who, after falling in love with a lesbian, goes on a journey of learning about LGBTQ culture.",hulu
All About E,Australia,2015,"Comedy, Drama, LGBTQ+","A sexy young DJ, E, and her gay best friend, Matt, are forced to run when E stumbles on some cash. But E finds she has burnt too many bridges and there is nowhere to run but outback Australia into the arms of the ex-girlfriend, Trish, who broke her heart.",hulu
Cherry Pop,United States,2017,"Comedy, LGBTQ+, Music","Cherry Pop, directed by Assaad Yacoub, follows one wild, crazy night at a drag club, where the matriarch of the show Zaza refuses to come out of her dressing room, while a young newcomer, The Cherry, is tormented by the regular troupe of back-stabbing queens.",hulu
Getting Go: The Go Doc Project,United States,2013,"Drama, LGBTQ+","After becoming infatuated with a hunky New York go-go dancer, college boy Doc devises a plan to get close to his crush by asking him to be the main subject in a makeshift documentary.",hulu
Henry Gamble's Birthday Party,United States,2015,"Drama, LGBTQ+","Henry Gamble is turning 17 today. As Henry treads through various sexual possibilities trying to finally come into his own, so too do the adults and teenagers at the party.",hulu
Liz in September,Venezuela,2014,"Drama, LGBTQ+, Romance","Every year, Liz, a hardcore party girl and womanizer, celebrates her birthday with her friends at a Caribbean beach retreat. This year is different.",hulu
Naz & Maalik,United States,2015,"Action, Adventure, Black Stories",Two closeted teens from Bed-Stuy unwittingly find themselves in the crosshairs of the War on Terror when surveillance footage of their secretive behavior is wildly misinterpreted in this smart indie comedy.,hulu
The Girl King,"Finland, Germany, Canada, Sweden, France",2015,"Drama, History, LGBTQ+","Sweden’s Queen Kristina, a flamboyant and unpredictable woman who ascended the throne at age six, was raised as a prince and strived to bring peace and education to her country – all while pursuing an illicit romance with her female royal attendant.",hulu
Those People,United States,2015,"Drama, LGBTQ+, Romance","On Manhattan’s gilded Upper East Side, Charlie, a young painter, finds the man of his dreams in Tim, an older pianist from across the globe.",hulu
Where We Go from Here,United States,2019,"Drama, LGBTQ+","Three acts of terror disrupt ordinary lives. A teacher dealing with domestic abuse finds even greater violence at school. Two lovers drifting apart may be separated by the hate of another. And, friends on a night out are caught up in brutal madness",hulu
Nisekoi,Japan,2014,"Anime, Comedy, International","Raku Ichijo is an average high school student. He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. 10 years ago, Raku made a promise… a secret promise with a girl he met. They promised one another that they will “get married when they reunite.” Since then, Raku never let go of the pendant the girl gave him. Then one day, a beautiful girl named Chitoge Kirisaki transfers into Raku’s class. Their chemistry was more than off. There was not a moment where they were not fighting. But, by a weird turn of events… Raku and Chitoge agree to become fake lovers. Although his heart is really interested in his classmate Kosaki Onodera… Raku must continue pretending to be Chitoge’s boyfriend. How far will you go for a love so truly fake? Which girl holds the key to Raku’s pendant and to his heart?",hulu
Plastic Memories,Japan,2015,"Anime, International","In a world where there was a slight advancement in science. After failing his college entrance exams, 18 year-old Tsukasa Mizugaki is offered a position at the renowned SAI Corporation due to his father's connections. Sai Corporation was known for its production and management of androids that possessed human emotions called ""Giftia."" Tsukasa's job is to recover Giftias that are close to expiration. To make matters worse, he's paired with Isla, a female Giftia who has only ever had the task of serving tea.",hulu
Sword Art Online Extra Edition,Japan,2013,"Anime, International","Kirito and the others decide to go on an underwater quest to allow Yui to see a whale, but face a shocking revelation… Suguha is afraid of water. So, Asuna and the other girls decide to teach Suguha how to swim. Meanwhile, Kirito is meeting somebody...",hulu
"Life, Animated",United States,2016,Documentaries,"From Academy Award® winning director Roger Ross Williams comes the story of Owen Suskind, a young man who couldn’t speak as a child until he discovered a unique way to communicate by immersing himself in the world of Disney animated films.",hulu
The Alchemist Cookbook,United States,2016,"Comedy, Horror","Young outcast Sean has isolated himself in a trailer in the woods with his cat Kaspar. When he turns from chemistry to black magic to crack nature’s secret, things go awry and he awakens something far more sinister and dangerous.",hulu
We Need to Talk About Kevin,"United Kingdom, United States",2011,"Drama, International","Academy Award winner & Golden Globe nominee Tilda Swinton stars in this taut psychological thriller as Eva, whose relationship with her son Kevin (Ezra Miller) has been difficult from the beginning. When his cruel streak erupts into violence, Eva wonders how much blame she deserves for his actions.",hulu
The Art of Self-Defense,United States,2019,Comedy,"A random assault turns a mild-mannered accountant into a lethal martial artist in The Art of Self-Defense, an audaciously original dark comedy that takes the idea of toxic masculinity to absurd extremes.",hulu
24 Hour Love,United States,2013,"Black Stories, Drama","Seven people (Lynn Whitfield, Darius McCrary, Angell Conwell) experience laughter, life and matters of the heart.",hulu
35 and Ticking,United States,2011,"Black Stories, Comedy, Romance",Four friends are approaching the age of 35 and struggling to build families they've dreamed of. They try to rectify their romantic lives and futures while their biological clocks tick away.,hulu
A Score to Settle,"Canada, United States",2019,"Action, Adventure, Horror","With only a short time to live, Frankie Carver is released from prison, vowing to track down every last member of the gang that betrayed him.",hulu
Beneath the Darkness,United States,2011,"Horror, Thriller","After watching their best friend get murdered, a group of teens struggle to expose a local hero as the vicious killer and keep from becoming his next victims.",hulu
Catching Faith,United States,2015,"Drama, Family","Alexa Taylor has a seemingly perfect life: Her daughter is an excellent student and her son is a star football player. But when things go wrong and friends turn their backs, Alexa learns that faith and family matters most.",hulu
Dark Was the Night,United States,2014,Horror,"When a logging company decimates a forest in a small town, a sheriff (Kevin Durand) and his deputy (Lukas Haas) must confront the violent and unexplainable events that follow.",hulu
Elvira: Mistress of the Dark,United States,1988,"Comedy, Horror","Cassandra Peterson stars in this sexy comedy hit, filled with wild wisecracks, campy chaos and scary movie spoofs.",hulu
Gary Owen: I Agree with Myself,United States,2015,"Comedy, Stand Up","Fearless and happy-go-lucky stand-up comedian Gary Owen flips every accepted, politically correct approach to family, race, gender and politics in his hilarious comedy special.",hulu
Hellbound: Hellraiser II,United Kingdom,1988,Horror,A doctor seeks to unlock a puzzle box that opens a doorway to a hellish dimension controlled by Pinhead and his Cenobites in this sequel.,hulu
Into the Ashes,United States,2019,"Action, Adventure, Drama","After losing his wife, Nick must decide if he will stay on his new path or exact revenge and force his enemies to pay for what they have done.",hulu
Kill Order,Canada,2017,"Action, Science Fiction",Uncanny abilities awaken within a troubled high school student when a fully-armed tactical team attempts to abduct him from his classroom.,hulu
Mary,"United States, Canada",2019,"Horror, Thriller","Soon after David impulsively buys an abandoned boat for his family business, a mysterious presence begins to terrorize him and his family.",hulu
Middle of Nowhere,United States,2010,"Comedy, Drama, Romance",A restless troublemaking teenager falls for a tightly wound co-worker as they team up to earn big money and escape their families.,hulu
Nina,United Kingdom,2016,"Drama, History, Music","Nina Simone (Zoe Saldana) was one of the century’s most extraordinary talents, but fame and fortune came with a price. Rediscovering the meaning of her life and work took courage, strength and one true friend: Clifton Henderson (David Oyelowo).",hulu
Robo-Dog,United States,2016,"Comedy, Family, Science Fiction","Tom Austin creates the most incredible canine the world has ever seen! But Tom's ex-boss Mr. Willis, finds out that Robo-Dog is powered by a technologically advanced super battery, and he plots to steal it for himself.",hulu
Step Dogs,Canada,2013,"Comedy, Family","Two very different dogs move into together when their owners get married. But when thieves try to break into their house, these four-legged foes must team up to defend their home.",hulu
The Clintons: An American Odyssey,United States,2012,Documentaries,The documentary Leftovers is about a journey across the country to understand why senior citizens are the fastest growing group of people going hungry in America. This journey will change your thinking about aging.,hulu
The Heart of Christmas,United States,2011,"Drama, Family",Megan (Candace Cameron Bure) re-examines her priorities after she sees people decorating for Christmas in October to help a family celebrate Christmas with their dying son.,hulu
The Houses October Built,United States,2014,Horror,"Looking to find an authentic, blood-curdling good fright for Halloween, five friends set off on a road trip in an RV to track down the ultimate haunted house.",hulu
The Houses October Built 2,United States,2017,"Horror, Thriller","Recovering from the trauma of being kidnapped last Halloween by the Blue Skeleton, five friends head back out to visit more haunted house attractions. But when signs of the Blue Skeleton start appearing again a new terror begins...",hulu
The Numbers Station,"United Kingdom, Belgium, United States",2013,"Action, Thriller",A black ops agent (John Cusack) and a code operator (Malin Akerman) in a remote CIA broadcast station find themselves in a life-or-death struggle to stop a deadly plot before it's too late.,hulu
The Tall Man,"Canada, France",2012,"Crime, Horror","Starring Jessica Biel. In an isolated town, children are vanishing without a trace and the locals believe a mysterious entity known as ""The Tall Man"" is responsible. Town nurse Julia is a skeptic, until her own child disappears.",hulu
Trick,United States,2019,"Horror, Thriller","Every Halloween since “Trick” massacred his classmates at a party, a masked killer reappears to kill innocent people in increasingly terrifying ways.",hulu
WolfCop,Canada,2014,"Comedy, Horror","One evening during the late shift, Lou investigates a mysterious disturbance at the edge of town and wakes up with a pentagram carved in his chest, heightened senses and body hair that’s growing at an alarming rate.",hulu
Running with the Devil,"Colombia, United States",2019,"Action, Adventure, Crime","When a cocaine shipment is compromised, a drug cartel’s CEO, known as The Boss orders his most trusted henchman, The Cook, and his partner, another master drug trafficker known as The Man, on a dangerous journey to audit the company’s supply chain.",hulu
Midnight Kiss,United States,2019,"Horror, LGBTQ+, Thriller","A group of gay best friends and their gal pal head to a desert home to celebrate New Year’s Eve. But when a sadistic killer wants in on the party, relationships are tested and secrets are exposed as the night turns into a fight for survival.",hulu
The Day Shall Come,"United Kingdom, United States",2019,"Action, Adventure, Comedy",A revolutionist becomes the target of an overzealous FBI agent's desperate ploy to expose terrorism in this hilarious farce about homeland insecurities. Anna Kendrick co-stars.,hulu
Lo and Behold: Reveries of the Connected World,United States,2016,Documentaries,"Oscar®-nominated documentarian Werner Herzog (Grizzly Man, Cave of Forgotten Dreams) chronicles the virtual world from its origins to its outermost reaches.",hulu
Loro,Italy,2018,"Drama, International","Sex, drugs, power, and vice: the latest from Oscar(R)-winning director Paolo Sorrentino is a dazzling, audacious plunge into the scandalous world of Silvio Berlusconi.",hulu
The Kid,United States,2019,"Action, Adventure, Drama","Vincent D'Onofrio directs this story of Rio, a young fan of Billy the Kid, who asks the fabled gunslinger to help him free his kidnappedsister, Sara, from his uncle's dastardly grip.",hulu
Wild Rose,"United Kingdom, United States, Canada",2018,"Comedy, Drama, Music","WILD ROSE tells the complicated story of musician Rose-Lynn, a woman from Scotland who is on a quest to become a country music star, while also grappling with the responsibilities of being recently released from prison and a young mother.",hulu
ID: INVADED,Japan,2019,"Anime, Crime, Drama","Meet Sakaido, a brilliant detective who solves cases by entering the world of the killer's unconscious mind: the id well. In the shadows of brutal and puzzling cases lurks John Walker, the Serial Killer Creator. Where will Sakaido's pursuit lead?",hulu
Depraved,United States,2019,"Horror, Thriller","Larry Fessenden returns with a modern twist on the Frankenstein myth, featuring a fanatical doctor as he reconstructs an unsuspecting man out of spare body parts.",hulu
Blackfish,United States,2013,Documentaries,"Killer whales are beloved, majestic, friendly giants, yet infamous for their capacity to kill viciously. Blackfish unravels the complexities of this dichotomy, employing the story of the notorious performing whale Tilikum, who – unlike any orca in the wild – has taken the lives of several people while in captivity. Blackfish expands on the discussion of keeping such intelligent creatures in captivity.",hulu
How to Train Your Dragon: Homecoming,United States,2019,"Adventure, Family, Kids","This holiday season, reunite with Hiccup, Astrid, Toothless, Light Fury and all your friends on the Isle of New Berk in ""How to Train Your Dragon: Homecoming,"" a brand new adventure based upon the critically acclaimed How to Train Your Dragon film trilogy from DreamWorks Animation.",hulu
How to Train Your Dragon: Snoggletog Log,United States,2019,"Family, Kids",Come settle by the warmth of a roaring fire in Hiccup & Astrid's home. You never know who is going to stop by for a sip of Yak Nog!,hulu
Killers Anonymous,United Kingdom,2019,"Action, Crime, Mystery","Tensions mount at KILLERS ANONYMOUS, a support group for killers, as the members of the group try to unravel a mystery: Which one of them is responsible for the assassination attempt on a U.S. senator that has the police in the city on high alert?",hulu
This One's for the Ladies,United States,2018,"Black Stories, Documentaries","Every Thursday night, hundreds of women gather for a potluck celebration and the chance to throw singles at the hottest dancers in New Jersey. This One's for the Ladies isn't just about dancing, it's a heartwarming story of friendship and community.",hulu
Mike Wallace Is Here,United States,2019,Documentaries,"An unflinching look at the legendary reporter, who interrogated the 20th century’s biggest figures in his over fifty years on air, and his aggressive reporting style and showmanship that redefined what America came to expect from broadcasters.",hulu
Astronaut,Canada,2019,Drama,"One old man, one last dream - one golden ticket to the stars.",hulu
The Quiet One,United Kingdom,2019,"Documentaries, Music","He was the bassist for The Rolling Stones and known as the ""quiet one."" Now, Bill Wyman speaks out about life in the world’s greatest rock band through a tour of his personal archive.",hulu
Booksmart,United States,2019,"Comedy, LGBTQ+",Booksmart is a comedy about two academic superstars and best friends on a mission to cram four years of fun into one night.,hulu
The Tomorrow Man,United States,2019,"Drama, Romance","Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other's stuff.",hulu
The Biggest Little Farm,United States,2018,"Documentaries, Family",The Biggest Little Farm follows two dreamers and their beloved dog when they make a choice that takes them from their tiny L.A. apartment and into the countryside to build one of the most diverse farms of its kind in complete coexistence with nature.,hulu
Framing John DeLorean,United States,2019,Documentaries,"Money, power, politics, drugs, scandal, and fast cars. Discover the untold story of the controversial automaker's meteoric rise and shocking fall. Featuring Alec Baldwin.",hulu
Denial,"United Kingdom, United States",2016,Drama,A historian must battle for historical truth when she is sued for libel.,hulu
Sinbad: Legend of the Seven Seas,"United States, United Kingdom, France",2003,"Action, Adventure, Cartoons",Sinbad the sailor must retrieve the stolen Book of Peace from a goddess with a penchant for chaos in this mythological animated tale.,hulu
The Nightingale,Australia,2018,"Action, Adventure, Drama","Director Jennifer Kent (""The Babadook"") tells the sweeping tale of a young woman's quest for revenge set in 1825 against the perilous and unforgiving terrain of Tasmania.",hulu
In Search of Greatness,United States,2018,"Documentaries, Sports",IN SEARCH OF GREATNESS is a groundbreaking documentary that reveals the true nature and nurture of the greatest athletes of all time,hulu
Meeting Gorbachev,"United Kingdom, Germany, United States",2018,Documentaries,Werner Herzog meeting Mikhail Gorbachev opens a fresh door to some of the most significant happenings of the late 20th Century from nuclear disarmament to the reunification of Germany and the end of the Cold War.,hulu
ZOMBOAT!,United Kingdom,2019,"Comedy, Drama, International","Sisters Kat and Jo realise there's a zombie apocalypse in Birmingham, but gamer Kat has a plan: zombies can't swim - water is the safest option, and narrowboats move just marginally faster than zombies. Jo is unconvinced, until Jude, the guy she just slept with, turns into a zombie. Meanwhile, Amar and Sunny have been in Birmingham for a stag. When all trains back to London are cancelled and they're attacked by a train guard zombie, they flee.",hulu
Wounds,"United States, United Kingdom",2019,"Horror, Thriller",Disturbing and mysterious things begin happening to a New Orleans bartender (Armie Hammer) after he picks up a phone left behind in his bar. Also starring Dakota Johnson and Zazie Beetz.,hulu
Toni Morrison: The Pieces I Am,United States,2019,"Black Stories, Documentaries","This artful and intimate meditation on legendary storyteller Toni Morrison examines her life, her work and the powerful themes she has confronted throughout her literary career.",hulu
Little Monsters,"Australia, United States, United Kingdom",2019,"Black Stories, Comedy, Horror","A film dedicated to all the kindergarten teachers who motivate children to learn, instill them with confidence and stop them from being devoured by zombies.",hulu
Madonna and the Breakfast Club,United States,2019,"Documentaries, Drama","The incredible untold story of pop icon Madonna’s struggling pre-fame years in New York City with her musician boyfriend, Dan Gilroy, and their first band Breakfast Club.",hulu
Savage Youth,United States,2018,"Crime, Drama",The lives of six troubled teens in a racially-divided town take a violent turn when drugs and broken hearts intermix. Based on true events.,hulu
Trespassers,United States,2018,"Horror, Thriller",Two couples rent a gorgeous house in the desert for a sex- and drug-fueled escape from reality – a doomed vacation that quickly escalates into a bloody fight to survive.,hulu
Cannabis Evolution,United States,2019,Documentaries,"Science has confirmed marijuana has the potential to treat physical and mental conditions, from cancer to PTSD. But the war on drugs has stifled millions in need of help - time to dispel the lies and address the facts.",hulu
Missing Link,"Canada, United States",2019,"Action, Adventure, Comedy","""Missing Link"" is a globe-trotting comedy-adventure about a dashing investigator of myths and monsters (Hugh Jackman) and the surprisingly silly and soulful beast he discovers (Zach Galifianakis).",hulu
Amazing Grace,United States,2018,"Black Stories, Documentaries, Music","A documentary presenting the live recording of Aretha Franklin's album Amazing Grace at The New Temple Missionary Baptist Church in Watts, Los Angeles in January 1972.",hulu
Flagged,United States,2019,Horror,"When a young woman takes a new position as a moderator for a major social media platform, she quickly realizes the job description may have left out some deadly details.",hulu
Hidden Mother,United States,2019,Horror,A recently-widowed mother is gifted an antique photo that happens to harbor the presence of a sinister spirit within its frame.,hulu
